timestamp_ist,corridor_id,corridor_name,route_status,traffic_data_status,weather_api_status,distance_km,reference_duration_min,actual_duration_min,reference_speed_kmh,actual_speed_kmh,delay_ratio,congestion_index,temperature_c,humidity_pct,weather_condition,rain_1h_mm
2026-09-01 10:20:21,1,Lal Chowk to Hyderpora,OK,AVAILABLE,OK,7.09,19.15,18.93,22.21,22.47,0.989,-0.011,25.03,72,Clouds,0
2026-09-01 10:20:21,2,Dalgate to Pantha Chowk,OK,AVAILABLE,OK,7.79,19.97,21.75,23.41,21.49,1.089,0.089,25.03,72,Clouds,0
2026-09-01 10:20:21,3,Jahangir Chowk to Parimpora,OK,AVAILABLE,OK,6.27,15.6,16.68,24.12,22.55,1.069,0.069,25.03,72,Clouds,0
